ItemID,UPC,BasePrice,IMAP,BHG Brand Name,Status,Description,Notes,Image URL,Title
MRLBR3817,31902965302,$64.00,$128.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," 3 Silver Filigree Circles with (4) 12K Green and Rose Leaves, on 8.5"" Silver Bolo Bracelet",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr3817_lg.jpg,Black Hills Gold & Silver Ladies 3-Circles Bolo Bracelet
MRLBR3821,31902972997,$121.00,$242.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days,,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr3821_lg.jpg,Black Hills G+E11904:E11924 Cord
MRLBR3823CZPK,31902977459,$102.00,$204.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days ADD,,We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr3823czpk_lg.jpg,Black Hills Gold Sterling Silver Pink CZ Love Knot cuff bracelet adorned with 12K green & rose gold leaves with CZ.
MRLBR3921,31902965227,$85.00,$170.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," 3 Silver Diamond-shapes with (12) 12K Green and Rose Leaves, on 8.5"" Silver Bolo Bracelet",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr3921_lg.jpg,Black Hills Gold & Silver Ladies 3-Diamond-shapes Bolo Bracelet
MRLBR3931,31902976469,$155.00,$310.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Rectangular Links, some plain, some trimmed with 12K Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr3931_lg.jpg,Black Hills Gold & Silver Ladies Link Bracelet
MRLBR4026,31902959011,$54.00,$108.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days," Silver Arrow with 12K Green and Rose Fletchings, on 8.5"" Bolo Bracelet",We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/MRLNE4034_lg.jpg,Black Hills Gold & Silver Ladies Arrow Bolo Bracelet
MRLBR405,31902858536,$82.00,$164.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days, Silver Butterfly with (4) 12K Green and Rose Leaves,MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr405_lg.jpg,Black Hills Gold & Silver Ladies Butterfly Brooch
MRLBR505A,31902342417,$48.00,$96.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Dragonfly with (4) 12K Green and Rose Leaves, dangling from Silver Chain",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr505a_lg.jpg,Black Hills Gold & Silver Ladies Charm-style Dragonfly Ankle Bracelet
MRLBR506,31902956690,$125.00,$250.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days, Silver Cuff with Vine Curl and (2) 12K Green and Rose Leaves,We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/MRLNE4034_lg.jpg,Black Hills Gold & Silver Ladies Cuff Bracelet
MRLBR507A,31902342042,$37.00,$74.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Flip Flop with (2) 12K Green and Rose Leaves, dangling from Silver Chain",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr507a_lg.jpg,Black Hills Gold & Silver Ladies Charm-style Flip Flop Ankle Bracelet
MRLBR509,31902420955,$57.00,$114.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Heart with (2) 12K Green and Rose Leaves, on 4-strand Silver Chain",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr509_lg.jpg,Black Hills Gold & Silver Ladies Heart Bracelet
MRLBR701,31902381997,$52.00,$104.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Etched Cross with (4) 12K Green and Rose Leaves, on Silver Chain",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr701_lg.jpg,Black Hills Gold & Silver Ladies Sideways Cross Bracelet
MRLBR701B,31902959004,$56.00,$112.00,Landstrom's Original Black Hills Gold,FAST TRACK 3-8 business days," Silver Etched Cross with (4) 12K Green and Rose Leaves, on 8.5"" Silver Bolo Bracelet",We strive to keep our FAST TRACK items in stock and in production for shipment within 3-8 working days!  ,https://repziocdn.global.ssl.fastly.net/productimages/2214/MRLNE4034_lg.jpg,Black Hills Gold & Silver Ladies Sideways Cross Bolo Bracelet
MRLBR903C,31902350108,$159.00,$318.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Cuff with Rectangle sections of Scrolling Vines, Grapes, and 12K Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr903c_lg.jpg,Black Hills Gold & Silver Ladies Cuff Bracelet
MRLBR905,31902331282,$142.00,$284.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Cuff with Vines, and 12K Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr905_lg.jpg,Black Hills Gold & Silver Ladies Cuff Bracelet
MRLBR925A,31902421563,$35.00,$70.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Feather with (2) 12K Green and Rose Leaves, dangling from Silver Chain",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr925a_lg.jpg,Black Hills Gold & Silver Ladies Charm-style Feather Ankle Bracelet
MRLBR934A,31902365102,$38.00,$76.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Open Heart with Grapes, Vines, and (2) 12K Green and Rose Leaves, dangling from Silver Chain",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlbr934a_lg.jpg,Black Hills Gold & Silver Ladies Charm-style Heart Ankle Bracelet
MRLC200,31902438097,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",NULL Style for special order sizes only!  Please select from stock SIZES AND OPTIONS below.  Select the NULL Style only for special order size and indicate desired size in the NOTES.  MADE TO ORDER so please anticipate 30-35 weeks for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days. ,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      005,31902437878,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      010,31902438059,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      015,31902437854,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      020,31902438042,$49.00,$98.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      025,31902437830,$49.00,$98.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      030,31902437977,$49.00,$98.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      035,31902437816,$49.00,$98.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      040,31902437960,$49.00,$98.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      045,31902437793,$49.00,$98.00,Landstrom's Original Black Hills Gold,STANDARD STOCK 10-15 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",Our STANDARD STOCK items may take up to 10-15 working days for production.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      050,31902437939,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      055,31902437786,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC200      060,31902437892,$49.00,$98.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc200_lg.jpg,Black Hills Gold & Silver Childs Ring
MRLC201,31902438349,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",NULL Style for special order sizes only!  Please select from stock SIZES AND OPTIONS below.  Select the NULL Style only for special order size and indicate desired size in the NOTES.  MADE TO ORDER so please anticipate 30-35 weeks for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days. ,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      020,31902438349,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      025,31902437717,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      030,31902438363,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      035,31902437762,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      040,31902392634,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      045,31902437366,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      050,31902437359,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      055,31902439643,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      060,31902438745,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      065,31902438950,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      070,31902438387,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      075,31902439230,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      080,31902437038,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      085,31902437779,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      090,31902439315,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      095,31902439094,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      100,31902438257,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC201      105,31902438400,$86.00,$172.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc201_lg.jpg,Black Hills Gold & Silver Ladies Ring
MRLC207,31902353000,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",NULL Style for special order sizes only!  Please select from stock SIZES AND OPTIONS below.  Select the NULL Style only for special order size and indicate desired size in the NOTES.  MADE TO ORDER so please anticipate 30-35 weeks for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days. ,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      020,31902353000,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      025,31902353024,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      030,31902352980,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      035,31902352997,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      040,31902352058,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      045,31902352133,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      050,31902352911,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      055,31902351839,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      060,31902351761,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
MRLC207      065,31902352140,$81.00,$162.00,Landstrom's Original Black Hills Gold,MADE TO ORDER 30-35 business days," Silver Shank with some Pebbling, 12K Vine Curl, Grape Clusters and Green and Rose Leaves",MADE TO ORDER so please anticipate 30-35 business days for delivery on this item.  Visit our FAST TRACK category for our BEST SELLERS that are available for shipment within 3-8 days.,https://repziocdn.global.ssl.fastly.net/productimages/2214/mrlc207_lg.jpg,Black Hills Gold & Silver Unisex Ring
